,title,company,salary,summary,location
444,Data Scientist H/F,Generali,,"DATA SCIENTIST - H/FRéférence : 8953CDI DUREE INDETERMINEEGeneraliAvec plus de 67 millions de clients et un chiffre d'affaires de 75,...",
445,Data Scientist H/F,Betclic Group,200 €/jour,"...ENTER THE GAMELe département Data existe depuis maintenant 5 ans chez...  ...rejoindrez une équipe de 5 Data Scientists pour créer et livrer des produits...",
446,Data Scientist H/F,Crédit Agricole CIB,,"...information :  Twitter : LinkedIn : Vous recherchez une alternance en data Science et vous avez un intérêt pour la finance ? Alors cette offre est...",
447,Data Scientist H/F,Ÿnsect,,"...Ynsect's new technologies and processes, taking part in the valorization of data from R&D and industrial sources and the definition of prediction models....",
448,Data scientist,SNEF,40k € a 45k €/an,"MISSIONVous intégrerez une équipe d'experts Data et Machine Learning spécialisée dans le cloud AWS.A ce titre, vous consacrerez une partie de votre...",
449,Data Scientist H/F,Linxo,,"...Environnement du poste  Afin de renforcer notre pôle Data, nous recrutons un Data Scientist. Travailler dans l’équipe Data chez Linxo, c’est avant tout...",
450,Data Scientist H/F,Somfy,,"...building its digital capabilities to create more value from digital and data, upgrading its businesses through leading-edge digital and data-driven use...",
451,Data Scientist H/F,Artefact,,"...consulting firm specialized in AI and Data. We are convinced that marketing...  ...data application engineers, data scientists, creatives and designers,...",
452,Data Scientist H/F,CNP Assurances,,"...le cadre de ses activités, le DataLab de CNP Assurances recrute un Data Scientist Junior.Le Datalab est composé d'une dizaine de Data Scientist centralisant...",
453,DATA SCIENTIST SCORE ET MODELISATION (F/H),BPCE SA,,"...-e au responsable de l'équipe modélisation, vous intervenez en tant que Data scentist score et modélisation, sur la gestion des risques de souscription...",
454,Data scientist F/H,Synergie Toulouse Tertiaire,,"Nous recherchons pour notre client, acteur majeur de l'industrie aéronautique, un(e) expert(e) en modélisation des données, dans le cadre d'une mission...",
455,Gaming Data Scientist,Northzone,,"Welcome to Homa, the gaming technology lab that is taking the industry by storm! Our team of over 200 people, hailing from more than 35 different countries...",
456,DATA SCIENTIST F/H,Cdiscount,,"...champ des possibles sans équivalenceVous rejoindrez une équipe de data scientists dynamique et passionnée. Les équipes data sont garantes de l’avance...",
457,Senior Data Scientist H/F,Leroy Merlin,,"...!Intégré(e) au sein du pôle data de Leroy Merlin France (LMFR), vous...  ...:En tant que Senior Data Scientist, vous intégrez une équipe ""Core""...",
458,Consultant Data Scientist H/F,CGI,,"Consultant Data Scientist H/FDescription de posteChez CGI Business Consulting, cabinet de conseil majeur en France, nous sommes audacieux par nature...",
459,Data Scientist Senior H/F,Onepoint,,Onepoint regroupe plus de 200 experts data sur toutes les dimensions (data...  ...et accompagnement de data scientists junior. Vous travaillerez étroitement...,
460,Titre du poste : Assistant(e) administratif(ve),NewGen technologies,,Description du poste :   NewGen Technologies est une entreprise de conseil en informatique spécialisée dans la transformation et l'optimisation des processus mé…,Sfax
461,Statisticien(ne),Lekocom,,Habitant de préférence sur le Cap Bon ou proche d'Hammamet   DISPONIBILITE IMMEDIATE   Profil recherché H/F   * Titulaire d'une formation Bac+3   * F…,"Hammamet, Nabeul"
462,STAGE / CDI Customer Success Officer,Med Start Now,,Stage/CDI Customer Success Officer     Prestataire de service pour une startup française.      La société est une Insurtech  qui veut libérer l&rsq…,Tunis
463,Formatrice en informatique,CENTRE CPN,,Centre de formation privé CPN Cherche à recruter : une jeune fille pour la poste de conseiller ou formatrice en informatique ou informatique multimédia   …,Sousse
464,Ingénieur Infrastructure - Tunis,NeoXam,,"CONTEXTE  L'Ingénieur Infrastructure (IE) déploie et administre les ressources nécessaires à la production attendue dans son domaine (systèmes et réseaux, sécurité, stockage, back-…",Tunis
465,Concepteur / Conceptrice de produits industriels mécaniques,STE NAUTILUS ARCHITECTE,,Référence : 1140/2023/1790 (Offre de stage)   Date de publication : 24/05/2023   Entreprise :   STE NAUTILUS ARCHITECTE   Adresse :   ROUTE DE GAMMARTH KLM5 LA MARSA   Région :   T…,"La Marsa, Tunis"
466,Technicien / Technicienne de maintenance en équipements industriels,STE WECO CONTACT TUNISIE SARL,,Référence : 2120/2023/828 (Offre d'emploi)   Date de publication : 24/05/2023   Entreprise :   STE WECO CONTACT TUNISIE SARL   Adresse :   ROUTE DE KORBA BENI KHALLED   Région :   …,"Béni Khalled, Nabeul"
467,Assistant commercial / Assistante commerciale,ESPACE MASSAR,,Référence : 5130/2023/1485 (Offre de stage)   Date de publication : 24/05/2023   Entreprise :   ESPACE MASSAR   Adresse :   DIMASS AKOUDA   Région :   SOUSSE   Code postal : 4022  …,"Akouda, Sousse"
468,Caissier / Caissière,HOTEL HASDRUBAL THALASSA,,Référence : 5130/2023/1481 (Offre de stage)   Date de publication : 24/05/2023   Entreprise :   HOTEL HASDRUBAL THALASSA   Adresse :   PORT EL KANTAOUI HAMMAM SOUSSE   Région :   S…,"Hammam Sousse, Sousse"
469,Dessinateur / Dessinatrice en architecture navale,STE NAUTILUS ARCHITECTE,,Référence : 1140/2023/1791 (Offre de stage)   Date de publication : 24/05/2023   Entreprise :   STE NAUTILUS ARCHITECTE   Adresse :   ROUTE DE GAMMARTH KLM5 LA MARSA   Région :   T…,"La Marsa, Tunis"
470,Comptable,COMPTABILITE MAHER BAHI,,Référence : 5220/2023/640 (Offre de stage)   Date de publication : 24/05/2023   Entreprise :   COMPTABILITE MAHER BAHI   Adresse :   IMB ZARRAD AV H BOURGUIBA KSAR HELLAL   Région …,"Ksar Hellal, Monastir"
471,Assistant / Assistante de direction,MONASTIR DIAL SERVICE (NECIB MOHAMED),,Référence : 5210/2023/1329 (Offre d'emploi)   Date de publication : 24/05/2023   Entreprise :   MONASTIR DIAL SERVICE (NECIB MOHAMED)   Adresse :   R 4 AV DE LA REPUBLIQUE MONASTIR…,Monastir
472,Responsable management de la qualité,STE LABORATOIRE MEDICKA,,Référence : 2120/2023/830 (Offre de stage)   Date de publication : 24/05/2023   Entreprise :   STE LABORATOIRE MEDICKA   Adresse :   ROUTE DE KORBA BENI KHALLED   Région :   NABEUL…,"Béni Khalled, Nabeul"
473,Secrétaire médical / médicale,MEDECIN ORTHOPEDISTE MBAREK MEHDI,,Référence : 1320/2023/747 (Offre d'emploi)   Date de publication : 24/05/2023   Entreprise :   MEDECIN ORTHOPEDISTE MBAREK MEHDI   Adresse :   AV ENVIRON CENTRE MED BEN NASR EZZAHR…,"Ezzahra, Ben Arous"
474,Cuisinier / Cuisinière,HOTEL MEHARI HAMMAMET,,Référence : 2140/2023/1070 (Offre d'emploi)   Date de publication : 24/05/2023   Entreprise :   HOTEL MEHARI HAMMAMET   Adresse :   HAMMAMET SUD   Région :   NABEUL   Code postal :…,"Hammamet, Nabeul"
475,Chef boucher / bouchère,IMMOB.D'HOTEL.EN TUNISIE SIDHET RADISSON,,Référence : 2140/2023/1079 (Offre d'emploi)   Date de publication : 24/05/2023   Entreprise :   IMMOB.D'HOTEL.EN TUNISIE SIDHET RADISSON   Adresse :   ROUTE TOURISTIQUE AV.HEDI NOU…,"Hammamet, Nabeul"
476,Architecte d'intérieur,STE ARCHI BEN SLIMAN SARL (DESIGN ET D,,Référence : 5240/2023/803 (Offre d'emploi)   Date de publication : 24/05/2023   Entreprise :   STE ARCHI BEN SLIMAN SARL (DESIGN ET D   Adresse :   CITE ENNASR TEBOULBA   Région : …,"Téboulba, Monastir"
477,Croissantier/ Croissantière,HOTEL MEHARI HAMMAMET,,Référence : 2140/2023/1069 (Offre d'emploi)   Date de publication : 24/05/2023   Entreprise :   HOTEL MEHARI HAMMAMET   Adresse :   HAMMAMET SUD   Région :   NABEUL   Code postal :…,"Hammamet, Nabeul"
478,Agent(e) de fabrication en prod/transformation du verre,ABDELHAMID BEN ALI MISSAOUI MAGA VERRE C,,Référence : 5150/2023/775 (Offre d'emploi)   Date de publication : 24/05/2023   Entreprise :   ABDELHAMID BEN ALI MISSAOUI MAGA VERRE C   Adresse :   16 RUE EL JAHEDH-PRES MAISON D…,Sousse
479,Préparateur / Préparatrice en pharmacie,PHARMACIE HABIB BELLAKHAL,,Référence : 2340/2023/321 (Offre de stage)   Date de publication : 24/05/2023   Entreprise :   PHARMACIE HABIB BELLAKHAL   Adresse :   RUE D'ALGERIE   Région :   BIZERTE   Code pos…,"Ras Jebel, Bizerte"
